DATASET,COSMIC_ID,DRUG_ID,MIN_CONC,MAX_CONC,RMSE_PUBLISHED,Z_SCORE_PUBLISHED,IC50_PUBLISHED,AUC_PUBLISHED,ARXSPAN_ID,DRUG_NAME,BROAD_ID,upper_limit,ec50,slope,lower_limit,auc,log2.ic50,mse,R2
GDSC1,683665,1,0.007813,2,0.022518,-0.192056,10.97739326,0.982116,ACH-002270,ERLOTINIB,BRD-K70401845,0.992788365,2.839376274,-5.670992806,0.5143886,0.990834292,,3.43E-05,0.904675299
GDSC1,684055,1,0.007813,2,0.031831,0.505823,23.13399082,0.98482,ACH-002104,ERLOTINIB,BRD-K70401845,1.006404608,0.028648754,-0.186376516,0.990053906,0.997137641,,5.71E-05,0.0289033
GDSC1,684057,1,0.007813,2,0.026047,1.28075,52.93527813,0.985696,ACH-002106,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,684059,1,0.007813,2,0.110056,0.086028,14.7742234,0.972701,ACH-002108,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,684062,1,0.007813,2,0.08701,-0.114395,11.92688386,0.944463,ACH-002111,ERLOTINIB,BRD-K70401845,0.989579844,0.075803753,-12.22277678,0.894026985,0.933184703,,0.000622504,0.777092998
GDSC1,684072,1,0.007813,2,0.016288,-0.530674,7.645605207,0.950763,ACH-000087,ERLOTINIB,BRD-K70401845,0.998887293,0.967139307,-2.49677619,0.816720826,0.973032187,,1.76E-05,0.993758411
GDSC1,684681,1,0.007813,2,0.03207,1.29759,53.89609358,0.98135,ACH-000327,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687448,1,0.007813,2,0.18025,0.342749,19.43564983,0.954785,ACH-000644,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687562,1,0.007813,2,0.041884,-0.099233,12.1216123,0.980213,ACH-000137,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687568,1,0.007813,2,0.069284,0.940093,36.7884891,0.984637,ACH-000738,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687590,1,0.007813,2,0.030786,1.195692,48.33770993,0.982624,ACH-000075,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687600,1,0.007813,2,0.026566,1.025987,40.32352316,0.986095,ACH-002174,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687799,1,0.007813,2,0.043985,-5.365666,0.043693978,0.349947,ACH-000766,ERLOTINIB,BRD-K70401845,0.939254579,0.093510339,-0.698965535,0.047187841,0.458336579,-3.481481107,0.000693379,0.987013071
GDSC1,687804,1,0.007813,2,0.02565,0.618134,26.08269324,0.988228,ACH-001362,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687807,1,0.007813,2,0.057062,-0.259559,10.21372087,0.931183,ACH-000733,ERLOTINIB,BRD-K70401845,0.997456892,0.065075057,-1.031366906,0.876486369,0.924373633,,0.000204472,0.876829702
GDSC1,687983,1,0.007813,2,0.025751,1.237079,50.5226626,0.988258,ACH-000530,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,687997,1,0.007813,2,0.041607,1.013655,39.79586451,0.983326,ACH-000514,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688001,1,0.007813,2,0.064013,0.799717,31.66579259,0.980418,ACH-001591,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688006,1,0.007813,2,0.025563,0.651928,27.04145341,0.987935,ACH-000431,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688007,1,0.007813,2,0.038966,0.765362,30.52481624,0.983974,ACH-001136,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688010,1,0.007813,2,0.060198,0.152193,15.85619063,0.98845,ACH-000729,ERLOTINIB,BRD-K70401845,0.986710736,0.316724249,-13.94941476,0.940805816,0.971454805,,0.000969959,0.315267773
GDSC1,688013,1,0.007813,2,0.029833,-0.841048,5.488159756,0.925423,ACH-000290,ERLOTINIB,BRD-K70401845,0.983586955,68.15437427,-0.772919433,-2.114950983,0.938443171,,0.000279492,0.92757646
GDSC1,688014,1,0.007813,2,0.053625,0.520152,23.4908034,0.987423,ACH-001138,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688015,1,0.007813,2,0.021504,0.02212,13.79928805,0.991694,ACH-000525,ERLOTINIB,BRD-K70401845,1.001078399,0.381289544,-0.60628987,0.995501222,0.998952417,,6.09E-06,0.193392084
GDSC1,688018,1,0.007813,2,0.072248,0.793868,31.46856151,0.982797,ACH-000610,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688021,1,0.007813,2,0.024671,1.472805,64.98919336,0.986142,ACH-001364,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688023,1,0.007813,2,0.065492,0.41995,21.10637231,0.982078,ACH-000800,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688025,1,0.007813,2,0.060836,0.118789,15.30040043,0.975985,ACH-000767,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688026,1,0.007813,2,0.014875,0.023999,13.82702486,0.995002,ACH-001599,ERLOTINIB,BRD-K70401845,1.002017312,1.20E+20,-0.168398179,-27.1585889,0.99347527,,7.94E-05,0.0906251
GDSC1,688027,1,0.007813,2,0.021156,1.290696,53.50066052,0.987882,ACH-000358,ERLOTINIB,BRD-K70401845,1.013736009,1.09E+119,-0.038155343,-806.9351986,0.992270091,,0.000118277,0.019976997
GDSC1,688031,1,0.007813,2,0.088126,-0.708156,6.32523381,0.93582,ACH-000355,ERLOTINIB,BRD-K70401845,0.923440881,0.334923047,-5.234927681,0.872673088,0.907080184,,0.000190364,0.726995839
GDSC1,688086,1,0.007813,2,0.029053,0.474551,22.37398724,0.973874,ACH-000366,ERLOTINIB,BRD-K70401845,1.024132803,0.453726865,-0.118526655,0.918118893,0.975132,,8.61E-05,0.26209516
GDSC1,688087,1,0.007813,2,0.021937,0.483337,22.58495553,0.983798,ACH-000341,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,688121,1,0.007813,2,0.044185,0.425394,21.2294634,0.981836,ACH-001702,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,713878,1,0.007813,2,0.037563,1.022397,40.1691786,0.979967,,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,713885,1,0.007813,2,0.038596,0.757404,30.26642463,0.98119,ACH-002196,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,724859,1,0.007813,2,0.070575,0.383404,20.29829718,0.973863,ACH-000264,ERLOTINIB,BRD-K70401845,30.5240618,8.48E-11,-0.702431531,0.967704041,0.967722956,,0.001794341,-0.00013729
GDSC1,724863,1,0.007813,2,0.072784,0.204508,16.76750857,0.952346,ACH-000438,ERLOTINIB,BRD-K70401845,1.134846464,0.002020195,-0.292030116,0.884645412,0.94487247,,0.001950983,0.217345592
GDSC1,724866,1,0.007813,2,0.206279,-1.541141,2.598054771,0.852779,ACH-000666,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,724872,1,0.007813,2,0.047896,0.297426,18.51712538,0.990656,ACH-000790,ERLOTINIB,BRD-K70401845,0.994646243,1.31E+113,-0.003575316,0.927669548,0.975814257,,0.000575857,-0.000251091
GDSC1,735784,1,0.007813,2,0.190948,-1.910497,1.751061193,0.851098,ACH-000408,ERLOTINIB,BRD-K70401845,0.969943947,0.022095347,-6.380855291,0.765022799,0.803450216,,0.002096391,0.753663799
GDSC1,749711,1,0.007813,2,0.02631,0.33599,19.2958491,0.988616,ACH-000111,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,749713,1,0.007813,2,0.034165,0.177897,16.29758602,0.978046,ACH-000196,ERLOTINIB,BRD-K70401845,0.986241322,2.527708466,-8.117517566,0.703882119,0.985367664,,0.000178925,0.426253918
GDSC1,749715,1,0.007813,2,0.06914,-1.107541,4.12856133,0.922392,ACH-000691,ERLOTINIB,BRD-K70401845,0.934873479,49.27449696,-1.077624614,-4.016982615,0.909118259,,0.000251403,0.901058377
GDSC1,749716,1,0.007813,2,0.060558,0.902927,35.3565972,0.966269,ACH-000755,ERLOTINIB,BRD-K70401845,1.169853091,0.00488566,-3.205809812,0.952477822,0.954929862,,0.000320167,0.321260021
GDSC1,753531,1,0.007813,2,0.08153,-4.169452,0.156803006,0.536042,ACH-002212,ERLOTINIB,BRD-K70401845,0.950625255,0.103895624,-1.447387236,0.355882006,0.634131864,-2.130501754,0.000929294,0.981681054
GDSC1,753532,1,0.007813,2,0.108671,1.093047,43.31803236,0.977424,ACH-002213,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753546,1,0.007813,2,0.177338,-0.777487,5.873724911,0.935974,ACH-002097,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753547,1,0.007813,2,0.1386,-0.069282,12.5157018,0.96468,ACH-001049,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753548,1,0.007813,2,0.028953,-0.081695,12.35083905,0.990848,ACH-002222,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753549,1,0.007813,2,0.223742,-0.640532,6.799043904,0.933908,ACH-002230,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753551,1,0.007813,2,0.125419,-0.352945,9.244039819,0.943754,ACH-000703,ERLOTINIB,BRD-K70401845,0.962821369,0.016138259,-6.743193044,0.881837328,0.892448554,,0.000568129,0.568366329
GDSC1,753552,1,0.007813,2,0.036771,-0.415918,8.642673778,0.969424,ACH-002235,ERLOTINIB,BRD-K70401845,0.999619156,2.48941327,-7.515080382,0.047133344,0.995585591,,1.78E-06,0.999241103
GDSC1,753555,1,0.007813,2,0.091592,-0.166512,11.28104631,0.969606,ACH-000305,ERLOTINIB,BRD-K70401845,1.268315529,1.86E+22,-0.055625739,-5.079047243,0.956909813,,0.003167698,0.211919227
GDSC1,753558,1,0.007813,2,0.099782,0.764377,30.49269053,0.981191,ACH-002139,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753563,1,0.007813,2,0.020562,0.155527,15.91277109,0.992285,ACH-002247,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753564,1,0.007813,2,0.070568,0.392444,20.49526738,0.980341,ACH-002144,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753565,1,0.007813,2,0.020296,1.19139,48.11610768,0.988671,ACH-002145,ERLOTINIB,BRD-K70401845,0.99675899,3284.317193,-0.253956895,0.942644912,0.992710772,,9.66E-05,0.032900134
GDSC1,753577,1,0.007813,2,0.0495,-1.436908,2.904040375,0.888406,ACH-002150,ERLOTINIB,BRD-K70401845,0.998521412,266.3405266,-0.495361911,-2.352665241,0.901818644,,0.00057954,0.920196151
GDSC1,753578,1,0.007813,2,0.182748,-2.461419,0.972129746,0.786582,ACH-002151,ERLOTINIB,BRD-K70401845,0.892400041,0.035197146,-5.386433126,0.718156196,0.765456494,,0.000316986,0.944650033
GDSC1,753579,1,0.007813,2,0.152315,-0.789511,5.79876521,0.943368,ACH-002152,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753581,1,0.007813,2,0.165027,-0.89958,5.155530387,0.93347,ACH-002153,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753582,1,0.007813,2,0.12031,-0.43981,8.424886463,0.941707,ACH-002154,ERLOTINIB,BRD-K70401845,0.93636203,2.444637466,-8.613969456,0.044658835,0.933313086,,0.004320624,0.293266975
GDSC1,753583,1,0.007813,2,0.22633,-1.153052,3.932651971,0.904434,ACH-002265,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753584,1,0.007813,2,0.086831,-0.420345,8.60189046,0.962181,ACH-002266,ERLOTINIB,BRD-K70401845,1.209890074,0.448886218,-0.066050922,0.644816399,0.939242158,,0.002184216,0.113003733
GDSC1,753585,1,0.007813,2,0.252038,-4.12224,0.164913695,0.541865,ACH-002155,ERLOTINIB,BRD-K70401845,0.783242912,0.021140874,-9.710240668,0.600983808,0.633703606,,0.000590854,0.901792277
GDSC1,753588,1,0.007813,2,0.024579,1.330239,55.80888019,0.987669,,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753589,1,0.007813,2,0.038337,1.490723,66.24500064,0.987291,,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753592,1,0.007813,2,0.17937,-0.752562,6.032207319,0.947676,ACH-000787,ERLOTINIB,BRD-K70401845,0.874697728,1.30E+100,-0.073017292,-39.20137823,0.87469603,,0.005690766,-1.16E-06
GDSC1,753594,1,0.007813,2,0.029617,-0.733876,6.153819833,0.960812,ACH-001131,ERLOTINIB,BRD-K70401845,0.989461069,0.790687634,-3.752833182,0.858368061,0.967331675,,0.00032865,0.863298305
GDSC1,753595,1,0.007813,2,0.101751,-0.757173,6.002565733,0.929384,ACH-002164,ERLOTINIB,BRD-K70401845,0.916218369,2.39401587,-11.38896799,-0.16723687,0.914136967,,0.000978073,0.607521872
GDSC1,753596,1,0.007813,2,0.143833,0.848934,33.37509623,0.986824,ACH-002166,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753597,1,0.007813,2,0.031659,1.94824,107.9938196,0.979791,ACH-002286,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753599,1,0.007813,2,0.020921,0.578721,25.00738047,0.981375,ACH-002169,ERLOTINIB,BRD-K70401845,1.000167528,2.894390395,-5.432363066,0.576183922,0.998264052,,1.67E-07,0.999325129
GDSC1,753605,1,0.007813,2,0.021138,0.780033,31.00690743,0.986323,ACH-000871,ERLOTINIB,BRD-K70401845,1.002370669,3.32E+15,-0.202173832,-16.42657965,0.993599198,,9.71E-05,0.10612752
GDSC1,753612,1,0.007813,2,0.03549,1.101098,43.69213025,0.988869,ACH-000363,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753614,1,0.007813,2,0.077905,-1.519578,2.658590247,0.877464,ACH-000353,ERLOTINIB,BRD-K70401845,0.937122915,0.385706643,-3.475426255,0.749942701,0.881535472,,0.00089823,0.870031477
GDSC1,753616,1,0.007813,2,0.060525,-0.396797,8.821006684,0.958054,ACH-002217,ERLOTINIB,BRD-K70401845,0.998564694,0.141901971,-1.616980815,0.900021691,0.951496257,,0.000557498,0.725460797
GDSC1,753618,1,0.007813,2,0.028793,0.339085,19.35974674,0.988223,ACH-000259,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753620,1,0.007813,2,0.043443,0.732153,29.46096009,0.983719,ACH-000099,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,753621,1,0.007813,2,0.245118,-3.741583,0.247654413,0.598262,ACH-000647,ERLOTINIB,BRD-K70401845,0.863572496,0.02977824,-11.65604641,0.611841333,0.672584135,,0.002527825,0.807954233
GDSC1,753622,1,0.007813,2,0.086045,-1.212671,3.69001676,0.916098,ACH-000318,ERLOTINIB,BRD-K70401845,0.918237236,1.182775161,-1.760775118,0.733845521,0.894464905,,0.000304446,0.863602031
GDSC1,753623,1,0.007813,2,0.148513,-0.710954,6.306355914,0.935363,ACH-000452,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905938,1,0.007813,2,0.02063,0.701901,28.52414724,0.990813,ACH-000002,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905940,1,0.007813,2,0.029123,0.056402,14.31398455,0.973091,ACH-000551,ERLOTINIB,BRD-K70401845,1.000155129,2.650410197,-6.616667154,0.248622255,0.997076672,,1.37E-07,0.999863944
GDSC1,905941,1,0.007813,2,0.048437,0.390223,20.44666932,0.98425,ACH-000367,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905942,1,0.007813,2,0.041045,0.51128,23.26923263,0.987967,ACH-000900,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905952,1,0.007813,2,0.032088,0.117548,15.28012554,0.982925,ACH-001738,ERLOTINIB,BRD-K70401845,0.982879683,0.920329724,-0.12128491,0.965709957,0.975319621,,0.000138562,0.004490184
GDSC1,905955,1,0.007813,2,0.032825,0.74403,29.83708253,0.985303,ACH-001190,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905958,1,0.007813,2,0.028575,-0.22118,10.64114403,0.986703,ACH-001127,ERLOTINIB,BRD-K70401845,1.166924355,6.96E+122,-0.005461248,0.122406036,0.984957772,,0.000129885,0.017768141
GDSC1,905964,1,0.007813,2,0.029127,0.282629,18.22676285,0.986488,ACH-000817,ERLOTINIB,BRD-K70401845,1.00204228,0.075155009,-0.24505623,0.981782082,0.99130462,,4.09E-05,0.104975642
GDSC1,905965,1,0.007813,2,0.026285,0.017068,13.72504135,0.98514,ACH-000338,ERLOTINIB,BRD-K70401845,1.000233074,3.675757556,-3.631041356,0.78296395,0.99894156,,3.50E-07,0.992258335
GDSC1,905965,1,0.007813,2,0.026285,0.017068,13.72504135,0.98514,ACH-001665,ERLOTINIB,BRD-K70401845,1.000233074,3.675757556,-3.631041356,0.78296395,0.99894156,,3.50E-07,0.992258335
GDSC1,905967,1,0.007813,2,0.101047,-1.372596,3.110554481,0.85757,ACH-002172,ERLOTINIB,BRD-K70401845,0.927042911,0.081486015,-1.485427952,0.790702442,0.848711036,,5.11E-05,0.980726399
GDSC1,905970,1,0.007813,2,0.164037,-3.462395,0.333705637,0.611984,ACH-000706,ERLOTINIB,BRD-K70401845,0.811380866,0.040941467,-7.356612528,0.623971502,0.6799532,,0.001344374,0.840929326
GDSC1,905971,1,0.007813,2,0.180468,0.47529,22.39164728,0.984544,ACH-001081,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905972,1,0.007813,2,0.131187,0.144328,15.72354075,0.97659,ACH-000861,ERLOTINIB,BRD-K70401845,0.933280667,2.05E+24,-0.213629012,-0.424765665,0.933274757,,0.005121652,-1.89E-05
GDSC1,905974,1,0.007813,2,0.054328,0.653802,27.09561753,0.987511,ACH-000750,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905977,1,0.007813,2,0.209576,0.495638,22.88368017,0.975143,ACH-000579,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905978,1,0.007813,2,0.255897,-0.320092,9.574200185,0.923279,ACH-002195,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905980,1,0.007813,2,0.086265,-2.690996,0.760714618,0.749294,ACH-001208,ERLOTINIB,BRD-K70401845,0.939415677,0.326816726,-1.619508986,0.507291787,0.795868799,,0.002781373,0.897909904
GDSC1,905982,1,0.007813,2,0.056046,1.305099,54.33018686,0.978707,ACH-000504,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905984,1,0.007813,2,0.072838,-0.121666,11.83459474,0.984116,ACH-000273,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905986,1,0.007813,2,0.104174,0.7844,31.15189257,0.984953,ACH-000655,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,905989,1,0.007813,2,0.082688,0.177475,16.29023747,0.969559,ACH-000969,ERLOTINIB,BRD-K70401845,1.021173532,1.611027166,-0.137479854,0.850077017,0.950332724,,0.001581968,0.062087841
GDSC1,905990,1,0.007813,2,0.196374,-1.346184,3.199562239,0.860105,ACH-000617,ERLOTINIB,BRD-K70401845,0.884329516,0.032567843,-11.90709939,0.81466248,0.832598189,,0.01161546,0.070031736
GDSC1,906746,1,0.007813,2,0.200261,-1.150802,3.942117439,0.912518,ACH-001016,ERLOTINIB,BRD-K70401845,0.844429398,1.54E+12,-0.50794818,-31.28622169,0.844419557,,0.007515996,-1.38E-05
GDSC1,906763,1,0.007813,2,0.027008,-0.001265,13.45886504,0.975262,ACH-002216,ERLOTINIB,BRD-K70401845,1.00015406,2.661333471,-6.320048183,0.410018889,0.997469324,,1.42E-07,0.999791769
GDSC1,906765,1,0.007813,2,0.043018,0.226282,17.16205771,0.984592,ACH-002210,ERLOTINIB,BRD-K70401845,1.132844207,0.008095921,-0.041429301,0.840114468,0.978199129,,0.000328596,0.080525266
GDSC1,906794,1,0.007813,2,0.135197,-2.281197,1.178503013,0.817102,ACH-000740,ERLOTINIB,BRD-K70401845,0.928688315,0.137039392,-1.450836879,0.682369625,0.809469511,,0.001973167,0.813223181
GDSC1,906800,1,0.007813,2,0.049766,-1.739451,2.102087713,0.913203,ACH-000070,ERLOTINIB,BRD-K70401845,0.9865662,1.141088438,-5.424662363,0.551391769,0.941853866,,0.000212533,0.98801813
GDSC1,906808,1,0.007813,2,0.041165,1.330521,55.82573702,0.979008,ACH-000508,ERLOTINIB,BRD-K70401845,1.698657353,3.47E-39,-0.102195085,0.972158565,0.97226545,,0.000205279,-0.000178019
GDSC1,906812,1,0.007813,2,0.026649,1.023339,40.20964933,0.988381,,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906813,1,0.007813,2,0.028519,0.44077,21.58103673,0.986911,ACH-000401,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906831,1,0.007813,2,0.093937,-0.240741,10.4211042,0.978937,ACH-000786,ERLOTINIB,BRD-K70401845,0.954995929,8.764683933,-0.093315419,0.909457449,0.936659876,,0.000918629,0.00358078
GDSC1,906832,1,0.007813,2,0.034722,0.522316,23.54517697,0.967403,ACH-000334,ERLOTINIB,BRD-K70401845,1.073336935,0.001447662,-0.279341682,0.944616715,0.974580915,,0.00015726,0.451500861
GDSC1,906834,1,0.007813,2,0.035377,-0.006335,13.38616887,0.983352,ACH-000055,ERLOTINIB,BRD-K70401845,1.011273514,0.034822772,-0.771279992,0.960014402,0.976603153,,0.00019461,0.452213478
GDSC1,906836,1,0.007813,2,0.023846,-0.032411,13.01845544,0.991319,ACH-000233,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906838,1,0.007813,2,0.029093,0.693047,28.25566589,0.985575,ACH-002232,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906841,1,0.007813,2,0.107267,-1.463265,2.823420237,0.905687,ACH-002100,ERLOTINIB,BRD-K70401845,0.905537952,8.289481872,-1.341018855,-0.457513654,0.880164112,,0.001370255,0.692774498
GDSC1,906842,1,0.007813,2,0.072872,-0.979537,4.733481603,0.955514,ACH-000056,ERLOTINIB,BRD-K70401845,0.975223282,0.196927532,-1.990921283,0.873410388,0.932586213,,0.000229759,0.881284228
GDSC1,906844,1,0.007813,2,0.056461,0.302422,18.61621546,0.991328,ACH-000258,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906846,1,0.007813,2,0.043264,0.090183,14.83993711,0.987372,ACH-001064,ERLOTINIB,BRD-K70401845,1.311534838,2.30E-51,-0.071459919,0.975111209,0.97520573,,0.000223288,-0.000397097
GDSC1,906847,1,0.007813,2,0.04602,0.653911,27.0987608,0.979034,ACH-002236,ERLOTINIB,BRD-K70401845,0.9953072,3.91E+27,-0.114887347,-27.50148539,0.979885001,,0.000474741,0.018869885
GDSC1,906849,1,0.007813,2,0.178059,-4.56218,0.103077721,0.472234,ACH-000225,ERLOTINIB,BRD-K70401845,0.806859684,299.4426989,-0.284022309,-1.202009129,0.593488615,-0.475957623,0.000499132,0.948056234
GDSC1,906854,1,0.007813,2,0.047282,1.293015,53.63334592,0.976956,ACH-000038,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906855,1,0.007813,2,0.02717,0.493644,22.83496697,0.973636,ACH-000295,ERLOTINIB,BRD-K70401845,1.000238107,1.030188917,-4.433492405,0.954221229,0.994487451,,3.10E-07,0.998516687
GDSC1,906856,1,0.007813,2,0.032444,0.127813,15.44859406,0.983139,ACH-000198,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906861,1,0.007813,2,0.092593,-1.359826,3.153273123,0.902331,ACH-002237,ERLOTINIB,BRD-K70401845,0.975362128,543.2531575,-0.333798226,-0.461891367,0.882698497,,0.000624823,0.806510292
GDSC1,906862,1,0.007813,2,0.021263,0.201453,16.71286864,0.987011,ACH-001065,ERLOTINIB,BRD-K70401845,1.000203425,3.263918528,-4.048471447,0.815774803,0.998993503,,2.24E-07,0.995420215
GDSC1,906869,1,0.007813,2,0.21214,-2.469781,0.963485346,0.785003,ACH-000047,ERLOTINIB,BRD-K70401845,0.802693984,0.110962013,-8.662313212,0.707669779,0.753140497,,0.001849678,0.52556326
GDSC1,906870,1,0.007813,2,0.024937,1.039169,40.89533509,0.986389,ACH-000081,ERLOTINIB,BRD-K70401845,0.999010371,8.95E+28,-0.132428912,-61.30254399,0.991922245,,0.000161433,0.016613613
GDSC1,906871,1,0.007813,2,0.164777,0.202082,16.72410346,0.986091,ACH-000756,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,906872,1,0.007813,2,0.091711,-0.105905,12.03552869,0.948237,ACH-001344,ERLOTINIB,BRD-K70401845,0.992975573,10.87812591,-0.132678047,0.831761607,0.935338739,,0.002494077,0.029606531
GDSC1,906875,1,0.007813,2,0.029332,1.228587,50.06644384,0.985745,ACH-001716,ERLOTINIB,BRD-K70401845,0.993161958,5481160.42,-0.575365605,-0.191792185,0.99309158,,8.91E-05,-0.004789534
GDSC1,906877,1,0.007813,2,0.039796,1.099567,43.62070836,0.97631,ACH-002238,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,907043,1,0.007813,2,0.047278,-0.634573,6.842457837,0.962182,ACH-002240,ERLOTINIB,BRD-K70401845,0.981328548,0.373538202,-16.34819428,0.903747492,0.957853759,,0.000394574,0.770945352
GDSC1,907044,1,0.007813,2,0.066078,-0.759295,5.988973329,0.952792,ACH-002242,ERLOTINIB,BRD-K70401845,0.980084683,16.3735948,-0.478489635,0.584551463,0.9374176,,0.00093269,0.51013615
GDSC1,907050,1,0.007813,2,0.043531,-0.33694,9.403434548,0.969198,ACH-000190,ERLOTINIB,BRD-K70401845,0.966098486,15.649354,-0.97515014,0.585611962,0.957261227,,9.66E-05,0.680792137
GDSC1,907053,1,0.007813,2,0.098405,-1.656763,2.296205551,0.921654,ACH-000004,ERLOTINIB,BRD-K70401845,1.086591529,3593.159109,-0.233933273,-1.181940117,0.888074601,,0.000484888,0.920959807
GDSC1,907056,1,0.007813,2,0.040074,1.098776,43.58390801,0.9761,ACH-000061,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,907063,1,0.007813,2,0.026506,0.475442,22.39527502,0.988037,ACH-000914,ERLOTINIB,BRD-K70401845,0.998426733,1.66E+47,-0.173185743,-2877.062246,0.998412885,,1.56E-05,-0.002185487
GDSC1,907067,1,0.007813,2,0.243723,0.026929,13.87037124,0.960813,ACH-000322,ERLOTINIB,BRD-K70401845,0.862856258,4.90E+12,-0.465810436,-0.526673097,0.862855415,,0.01715613,-5.09E-06
GDSC1,907073,1,0.007813,2,0.072215,-0.168256,11.26004929,0.989409,ACH-000538,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,907170,1,0.007813,2,0.0332,0.049318,14.20609361,0.986451,ACH-002248,ERLOTINIB,BRD-K70401845,0.997341198,0.343247644,-10.00316912,0.971799043,0.989223012,,0.000165543,0.459823621
GDSC1,907172,1,0.007813,2,0.108319,0.340017,19.37901927,0.969007,ACH-002143,ERLOTINIB,BRD-K70401845,,,,,,,,
GDSC1,907173,1,0.007813,2,0.108088,0.402032,20.70623784,0.979343,ACH-000569,ERLOTINIB,BRD-K70401845,0.948556802,1.12E+252,-0.029801737,-2861.245834,0.948473864,,0.004369902,-1.68E-05
GDSC1,907175,1,0.007813,2,0.018858,-0.48338,8.041776367,0.96591,ACH-001529,ERLOTINIB,BRD-K70401845,0.999815076,0.953556179,-7.220449901,0.872886071,0.982845329,,8.02E-07,0.999574543
GDSC1,907268,1,0.007813,2,0.024932,0.023679,13.82229682,0.987875,ACH-002252,ERLOTINIB,BRD-K70401845,0.998885668,61549475838,-0.320263074,-33.71116426,0.991783845,,0.00013589,0.109501998
