DATASET,COSMIC_ID,DRUG_ID,MIN_CONC,MAX_CONC,RMSE_PUBLISHED,Z_SCORE_PUBLISHED,IC50_PUBLISHED,AUC_PUBLISHED,ARXSPAN_ID,DRUG_NAME,BROAD_ID,upper_limit,ec50,slope,lower_limit,auc,log2.ic50,mse,R2
GDSC1,906746,30,0.015625,4,0.138244,-0.052658,7.366958983,0.908158,ACH-001016,SORAFENIB,BRD-K23984367,0.991535557,4.606594998,-9.235473739,-1.416666881,0.980242618,1.991125728,0.000345327,0.986938049
GDSC1,906763,30,0.015625,4,0.13848,-1.576021,1.222326488,0.740585,ACH-002216,SORAFENIB,BRD-K23984367,0.875587205,46.49996895,-1.456430796,-27.66322255,0.777774213,1.262593612,0.003487532,0.944538338
GDSC1,906765,30,0.015625,4,0.031285,0.985343,25.05183304,0.978712,ACH-002210,SORAFENIB,BRD-K23984367,0.99963636,0.056631235,-6.158324007,0.964285818,0.972495213,,6.86E-05,0.748260012
GDSC1,906794,30,0.015625,4,0.066617,0.42119,12.88076354,0.946909,ACH-000740,SORAFENIB,BRD-K23984367,0.990827849,5.904151016,-4.904216427,-0.955454117,0.980940384,,0.000390201,0.940583114
GDSC1,906800,30,0.015625,4,0.12725,-1.609984,1.174342011,0.756801,ACH-000070,SORAFENIB,BRD-K23984367,1.000245458,1.264109446,-4.136687543,0.049877075,0.80237377,0.374936419,1.17E-07,0.999999099
GDSC1,906807,30,0.015625,4,0.116622,-0.395755,4.915768011,0.913755,ACH-002220,SORAFENIB,BRD-K23984367,1.000123506,4.811166313,-4.835616276,-0.855842682,0.976289002,1.968838013,8.20E-08,0.999997114
GDSC1,906808,30,0.015625,4,0.081865,-0.575694,3.975998852,0.831331,ACH-000508,SORAFENIB,BRD-K23984367,0.898661556,32.54847332,-1.706580887,-12.07411687,0.860889787,,0.001004067,0.923228918
GDSC1,906812,30,0.015625,4,0.160036,0.529955,14.64331621,0.949252,,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,906813,30,0.015625,4,0.06808,0.372468,12.16163105,0.954553,ACH-000401,SORAFENIB,BRD-K23984367,0.944819699,14.40560392,-1.467844813,0.325070695,0.934018026,,0.000497078,0.571141574
GDSC1,906831,30,0.015625,4,0.140709,-0.839814,2.912005444,0.86183,ACH-000786,SORAFENIB,BRD-K23984367,0.961592356,8.704151203,-3.212392759,-9.267412567,0.91618883,1.750977164,0.000342631,0.994185026
GDSC1,906832,30,0.015625,4,0.074088,-0.305309,5.469001179,0.86606,ACH-000334,SORAFENIB,BRD-K23984367,0.943316558,18.53497792,-2.219807964,-11.18444184,0.911092159,,0.001014424,0.935463442
GDSC1,906834,30,0.015625,4,0.114931,-0.542483,4.134787762,0.894556,ACH-000055,SORAFENIB,BRD-K23984367,0.946099668,4.606673372,-4.629585176,-0.545254576,0.921772075,1.938384847,0.000399999,0.984498823
GDSC1,906836,30,0.015625,4,0.125501,-1.012259,2.376208143,0.856373,ACH-000233,SORAFENIB,BRD-K23984367,0.931806094,2.392029121,-8.240496754,0.155545933,0.859586998,1.297802958,0.00043532,0.992440562
GDSC1,906838,30,0.015625,4,0.024277,1.260933,34.67108312,0.977502,ACH-002232,SORAFENIB,BRD-K23984367,1.000147256,5.467678577,-6.123745204,0.412109878,0.997649026,,1.49E-07,0.999734465
GDSC1,906841,30,0.015625,4,0.135672,-0.674967,3.536791641,0.866132,ACH-002100,SORAFENIB,BRD-K23984367,0.986944204,12.06638079,-2.600450837,-12.38409602,0.935867343,1.775652219,0.000344678,0.993096452
GDSC1,906842,30,0.015625,4,0.060987,-0.811919,3.009379767,0.869636,ACH-000056,SORAFENIB,BRD-K23984367,0.986442537,48.22888653,-1.449411691,-20.44984758,0.915171953,1.846516544,0.000416447,0.986857087
GDSC1,906844,30,0.015625,4,0.221635,-1.01554,2.367034723,0.845147,ACH-000258,SORAFENIB,BRD-K23984367,0.88674073,2.767455997,-8.288347689,0.040998689,0.829709268,1.438744172,0.011065569,0.855874048
GDSC1,906846,30,0.015625,4,0.027985,0.63424,16.55933515,0.975446,ACH-001064,SORAFENIB,BRD-K23984367,1.000152202,5.258252464,-6.901405314,0.045002668,0.996511455,,1.42E-07,0.999908904
GDSC1,906847,30,0.015625,4,0.086925,0.164217,9.513672743,0.919447,ACH-002236,SORAFENIB,BRD-K23984367,0.969284104,4.640427562,-9.129621623,-0.671015426,0.961854451,,0.000193508,0.982944757
GDSC1,906849,30,0.015625,4,0.077996,0.791679,19.93729304,0.944329,ACH-000225,SORAFENIB,BRD-K23984367,0.989149233,4.602357675,-10.73841787,-0.302151806,0.984806418,,0.000735718,0.880564301
GDSC1,906855,30,0.015625,4,0.148512,-1.357468,1.581634807,0.755238,ACH-000295,SORAFENIB,BRD-K23984367,0.906636273,1.746531273,-8.0235774,0.265993248,0.810880936,0.903830445,0.003657239,0.938009736
GDSC1,906856,30,0.015625,4,0.035069,0.730152,18.54208475,0.971613,ACH-000198,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,906861,30,0.015625,4,0.039026,0.907911,22.86586072,0.964752,ACH-002237,SORAFENIB,BRD-K23984367,1.000008286,1.063024247,-11.18870953,0.908179755,0.978058338,,0.000220404,0.864933892
GDSC1,906862,30,0.015625,4,0.09479,-0.378336,5.017776965,0.910802,ACH-001065,SORAFENIB,BRD-K23984367,1.00019624,2.632486795,-6.176636786,0.465849159,0.958616154,,1.73E-07,0.999992802
GDSC1,906869,30,0.015625,4,0.148368,-0.11296,6.8613348,0.902263,ACH-000047,SORAFENIB,BRD-K23984367,0.964394949,6.002056981,-7.803001671,-11.19170477,0.952795986,1.989009163,0.001417877,0.94350877
GDSC1,906871,30,0.015625,4,0.167178,-0.504128,4.326080778,0.896387,ACH-000756,SORAFENIB,BRD-K23984367,0.99742003,4.372197481,-10.9389814,-1.604903862,0.983669145,1.938097375,4.44E-05,0.999118357
GDSC1,906872,30,0.015625,4,0.186831,-0.138024,6.661515425,0.881213,ACH-001344,SORAFENIB,BRD-K23984367,0.994471686,4.438055219,-11.48555467,-1.98858702,0.982070625,1.946922681,0.000193144,0.995954647
GDSC1,906875,30,0.015625,4,0.107082,-0.491202,4.392519586,0.859968,ACH-001716,SORAFENIB,BRD-K23984367,0.96809932,14.86271849,-2.271875576,-10.68318203,0.922365854,1.878385875,0.000328005,0.989361312
GDSC1,906877,30,0.015625,4,0.180662,1.693399,57.73369662,0.968439,ACH-002238,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907043,30,0.015625,4,0.090977,-0.103256,6.940286111,0.928549,ACH-002240,SORAFENIB,BRD-K23984367,0.99339721,4.536464206,-10.81740527,-0.936065132,0.986057867,,0.000134583,0.991280883
GDSC1,907044,30,0.015625,4,0.052196,0.467697,13.60684534,0.95803,ACH-002242,SORAFENIB,BRD-K23984367,1.000144732,4.874528653,-7.839151732,-0.216321386,0.994642227,,1.23E-07,0.999972459
GDSC1,907050,30,0.015625,4,0.022915,0.27839,10.88467678,0.948641,ACH-000190,SORAFENIB,BRD-K23984367,1.000391319,2.325240451,-2.96147926,0.758427674,0.973851405,,6.20E-07,0.999855896
GDSC1,907053,30,0.015625,4,0.066647,-0.31212,5.425250101,0.934387,ACH-000004,SORAFENIB,BRD-K23984367,0.994436885,5.000881823,-3.903186796,-0.319569914,0.973222946,,2.65E-05,0.99818504
GDSC1,907056,30,0.015625,4,0.080679,0.447592,13.28807478,0.916585,ACH-000061,SORAFENIB,BRD-K23984367,0.997550646,2.447302945,-6.807811346,0.647794283,0.966240772,,3.11E-05,0.997224907
GDSC1,907063,30,0.015625,4,0.051648,0.252037,10.55163685,0.949634,ACH-000914,SORAFENIB,BRD-K23984367,0.999142692,5.145623318,-3.595619064,0.111768417,0.984030769,,7.37E-06,0.99883623
GDSC1,907067,30,0.015625,4,0.184029,-0.588491,3.916451444,0.849786,ACH-000322,SORAFENIB,BRD-K23984367,0.981114851,2.379379688,-10.31048901,0.14531831,0.90275125,1.293246991,0.000496977,0.992669466
GDSC1,907073,30,0.015625,4,0.141688,-0.899369,2.714530472,0.87206,ACH-000538,SORAFENIB,BRD-K23984367,0.993084103,8.882283706,-2.883632148,-8.871572587,0.934166289,1.677657588,0.000129241,0.998346429
GDSC1,907170,30,0.015625,4,0.086473,1.06369,27.47646994,0.98592,ACH-002248,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907172,30,0.015625,4,0.073706,-0.14752,6.587342469,0.890174,ACH-002143,SORAFENIB,BRD-K23984367,0.968217269,228.9044308,-0.913921492,-10.47789683,0.913334914,,0.002525732,0.75039777
GDSC1,907173,30,0.015625,4,0.197327,-0.718812,3.358585825,0.850718,ACH-000569,SORAFENIB,BRD-K23984367,0.976423455,2.513147939,-10.03829921,0.021902922,0.896261475,1.328989085,0.001668311,0.981190158
GDSC1,907175,30,0.015625,4,0.034029,-0.097749,6.985502989,0.92644,ACH-001529,SORAFENIB,BRD-K23984367,0.998067444,23.30721255,-1.538871136,-3.997863873,0.960442224,,1.36E-05,0.998560737
GDSC1,907268,30,0.015625,4,0.065601,-0.518894,4.251411307,0.905997,ACH-002252,SORAFENIB,BRD-K23984367,0.990456496,13.04535625,-2.138582068,-5.449354558,0.948759122,,3.15E-05,0.998562489
GDSC1,907269,30,0.015625,4,0.109237,1.404011,41.04270049,0.94608,ACH-000106,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907270,30,0.015625,4,0.103205,0.504358,14.20795473,0.944995,ACH-000346,SORAFENIB,BRD-K23984367,0.946341758,4.726432777,-11.08687555,-0.281762948,0.943424914,,0.003040308,0.487315156
GDSC1,907271,30,0.015625,4,0.093088,1.337438,37.94413703,0.949529,ACH-000231,SORAFENIB,BRD-K23984367,0.996829394,4.870811466,-8.424544566,-0.396614299,0.991634094,,0.003898272,0.638580749
GDSC1,907272,30,0.015625,4,0.112367,-0.381404,4.99965545,0.923524,ACH-002256,SORAFENIB,BRD-K23984367,1.000148221,4.53167052,-9.253957523,-1.126375613,0.988675653,1.996196999,1.17E-07,0.999995426
GDSC1,907273,30,0.015625,4,0.024459,0.798351,20.0947583,0.979411,ACH-000053,SORAFENIB,BRD-K23984367,1.1032336,1.82E+31,-0.067975149,-16.16736218,0.984941739,,0.000564067,0.281735194
GDSC1,907274,30,0.015625,4,0.030889,1.871637,71.23669038,0.983568,ACH-000315,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907275,30,0.015625,4,0.033478,1.388442,40.29615278,0.979743,ACH-000263,SORAFENIB,BRD-K23984367,0.999456067,10.60565519,-0.1486283,0.964349635,0.986607385,,0.000118466,0.039884316
GDSC1,907277,30,0.015625,4,0.126025,-0.677799,3.524998462,0.917451,ACH-000101,SORAFENIB,BRD-K23984367,1.000144189,4.365055695,-9.7752318,-1.25963747,0.985236524,1.940344704,1.17E-07,0.999997395
GDSC1,907278,30,0.015625,4,0.042809,-1.299877,1.692771286,0.791572,ACH-000386,SORAFENIB,BRD-K23984367,1.006782362,1.064424498,-1.845560437,0.375180609,0.849352624,1.185391311,8.89E-05,0.998057427
GDSC1,907279,30,0.015625,4,0.111501,1.045787,26.90249411,0.946862,ACH-002257,SORAFENIB,BRD-K23984367,1.018991736,1.11E+13,-0.059319247,0.354219225,0.929513189,,0.006241159,0.013757353
GDSC1,907280,30,0.015625,4,0.106932,-1.292439,1.707682179,0.791805,ACH-002258,SORAFENIB,BRD-K23984367,1.009821215,35.68153855,-1.09053603,-9.336844495,0.858528006,1.241471605,0.002592666,0.968729769
GDSC1,907281,30,0.015625,4,0.086295,-0.554638,4.075946542,0.914919,ACH-000380,SORAFENIB,BRD-K23984367,0.957800138,4.745041059,-4.965055927,-0.571475173,0.938001274,1.999326269,6.90E-05,0.996655888
GDSC1,907282,30,0.015625,4,0.096737,0.228234,10.25961177,0.923103,ACH-000622,SORAFENIB,BRD-K23984367,0.990210849,2.885040697,-6.865347306,0.580517147,0.96498392,,0.000449584,0.967441283
GDSC1,907290,30,0.015625,4,0.020066,0.101108,8.831412784,0.901285,ACH-001519,SORAFENIB,BRD-K23984367,1.004292533,1.624902579,-1.342392074,0.663745518,0.936521705,,1.44E-05,0.998250608
GDSC1,907300,30,0.015625,4,0.021659,1.757091,62.23652213,0.991344,ACH-002262,SORAFENIB,BRD-K23984367,1.021699075,4.99E-33,-0.011579475,0.981755431,0.993756678,,4.13E-05,-0.005883545
GDSC1,907311,30,0.015625,4,0.104848,-0.15308,6.544297109,0.922134,ACH-000074,SORAFENIB,BRD-K23984367,0.985636562,4.559813658,-10.65132478,-1.165786355,0.977572995,,8.77E-05,0.995156109
GDSC1,907313,30,0.015625,4,0.094662,0.120193,9.032417046,0.897679,ACH-000631,SORAFENIB,BRD-K23984367,0.985829012,5.837574657,-1.929524939,-0.11563524,0.945318669,,0.003090214,0.82280785
GDSC1,907314,30,0.015625,4,0.032747,2.162808,100.4175507,0.98179,ACH-000227,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907322,30,0.015625,4,0.026253,0.737646,18.70666729,0.977655,ACH-000754,SORAFENIB,BRD-K23984367,1.000151016,5.113713561,-6.866355706,0.239275474,0.996636182,,1.41E-07,0.999898607
GDSC1,907323,30,0.015625,4,0.098585,-0.946755,2.567018221,0.84023,ACH-000806,SORAFENIB,BRD-K23984367,0.9755642,31.59173907,-1.572275977,-17.4526678,0.895112481,1.649735042,0.001231828,0.974025599
GDSC1,907783,30,0.015625,4,0.109606,-1.37865,1.542619584,0.768216,ACH-000301,SORAFENIB,BRD-K23984367,1.003411523,1.742226829,-1.980519306,0.02145666,0.839637331,0.837828115,1.96E-05,0.999755597
GDSC1,907786,30,0.015625,4,0.046778,0.449219,13.31358577,0.951021,ACH-002157,SORAFENIB,BRD-K23984367,0.979580633,2.307983004,-7.481966425,0.813255766,0.96302109,,0.000709858,0.788700231
GDSC1,907787,30,0.015625,4,0.0552,-0.435629,4.689992578,0.869668,ACH-002267,SORAFENIB,BRD-K23984367,0.951950225,48.33852283,-1.438470833,-13.05975018,0.903887877,,0.000481578,0.966750941
GDSC1,907788,30,0.015625,4,0.190848,0.748516,18.9479927,0.952301,ACH-000977,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907789,30,0.015625,4,0.08631,-0.138178,6.6603098,0.953951,ACH-000104,SORAFENIB,BRD-K23984367,0.995045032,5.801063938,-5.234522865,-1.358131626,0.984219677,,0.005049986,0.701670968
GDSC1,907791,30,0.015625,4,0.146048,-0.710781,3.390539319,0.894363,ACH-000204,SORAFENIB,BRD-K23984367,0.999082519,4.471244121,-4.514427226,-1.041412517,0.960525469,1.800270048,2.35E-06,0.999959302
GDSC1,907792,30,0.015625,4,0.041518,1.693083,57.71216597,0.963048,ACH-000501,SORAFENIB,BRD-K23984367,0.993749309,4.823211597,-8.953759234,0.224420805,0.991090602,,0.00011465,0.926869521
GDSC1,907794,30,0.015625,4,0.168123,-0.290103,5.567944749,0.874925,ACH-000985,SORAFENIB,BRD-K23984367,0.974897726,2.983321228,-8.035878183,0.268545854,0.936107358,1.705977161,0.001278442,0.969585663
GDSC1,907795,30,0.015625,4,0.170918,-0.194403,6.23306384,0.897381,ACH-000007,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,907799,30,0.015625,4,0.09597,-0.478555,4.45851611,0.96428,ACH-000583,SORAFENIB,BRD-K23984367,0.927342592,7.053483946,-2.31714641,-0.088846198,0.908523664,,3.60E-05,0.992043214
GDSC1,908126,30,0.015625,4,0.061073,-1.121145,2.089897455,0.803577,ACH-000072,SORAFENIB,BRD-K23984367,0.995223509,9.662598165,-1.005569226,-1.159160315,0.862544514,1.537749343,0.001485113,0.964715465
GDSC1,908135,30,0.015625,4,0.155303,-0.068617,7.229623788,0.901776,ACH-000078,SORAFENIB,BRD-K23984367,0.979727363,7.434755006,-3.41228208,-3.506474104,0.952728404,1.996924483,0.014728828,0.605584377
GDSC1,908136,30,0.015625,4,0.081439,-0.744815,3.257174169,0.873105,ACH-002272,SORAFENIB,BRD-K23984367,0.997267026,13.65091663,-1.716563418,-4.5888338,0.929931955,1.816297597,7.33E-05,0.997953124
GDSC1,908141,30,0.015625,4,0.056858,-0.615251,3.794804901,0.886636,ACH-002273,SORAFENIB,BRD-K23984367,0.99607316,1.716625741,-4.145550611,0.557133477,0.928547329,,6.32E-05,0.997190975
GDSC1,908142,30,0.015625,4,0.129998,0.202366,9.951397564,0.940382,ACH-002274,SORAFENIB,BRD-K23984367,0.94904313,7.796344211,-2.459207946,-0.120964898,0.935146912,,0.008114788,0.264432116
GDSC1,908143,30,0.015625,4,0.142884,0.084943,8.664680067,0.912867,ACH-002275,SORAFENIB,BRD-K23984367,0.919879918,29.15476089,-2.368080809,-20.31219203,0.90529528,,0.007771119,0.311142049
GDSC1,908146,30,0.015625,4,0.031082,0.680281,17.48317518,0.971997,ACH-000795,SORAFENIB,BRD-K23984367,1.000152493,5.221447422,-6.901179757,0.078106203,0.996476318,,1.46E-07,0.999907682
GDSC1,908148,30,0.015625,4,0.170919,-4.681818,0.031385885,0.213773,ACH-000006,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,908149,30,0.015625,4,0.028671,1.686268,57.25030672,0.979177,,SORAFENIB,BRD-K23984367,0.99717344,13636.68273,-0.203368995,0.927729606,0.990097034,,0.000222505,0.029845115
GDSC1,908150,30,0.015625,4,0.144011,0.170825,9.588092845,0.905178,ACH-000319,SORAFENIB,BRD-K23984367,0.997974712,4.510324781,-10.10202836,-1.264927042,0.987460018,1.992528632,2.82E-05,0.998940617
GDSC1,908151,30,0.015625,4,0.147038,-0.615226,3.794914952,0.857972,ACH-002163,SORAFENIB,BRD-K23984367,0.896402172,2.183862767,-8.246104013,0.52830679,0.856173772,,0.007401705,0.646435245
GDSC1,908152,30,0.015625,4,0.027198,0.758416,19.17046858,0.976266,ACH-000335,SORAFENIB,BRD-K23984367,1.000154156,5.35527741,-6.775608098,0.026784448,0.996671593,,1.46E-07,0.999893983
GDSC1,908156,30,0.015625,4,0.041406,-6.372816,0.004273548,0.028913,ACH-000045,SORAFENIB,BRD-K23984367,0.151384711,481.9153727,-0.690364151,-3.839340214,0.114747473,,0.00023163,0.89323405
GDSC1,908158,30,0.015625,4,0.078565,-0.27614,5.660374182,0.936045,ACH-000938,SORAFENIB,BRD-K23984367,0.994956183,4.845240463,-5.227124893,-0.464778602,0.979207749,,3.97E-05,0.997369876
GDSC1,908159,30,0.015625,4,0.164361,-0.710632,3.391136107,0.893196,ACH-000944,SORAFENIB,BRD-K23984367,0.997386173,4.692752183,-5.611571649,-1.828722937,0.966304984,1.833550197,1.45E-05,0.999779233
GDSC1,908440,30,0.015625,4,0.050525,0.290169,11.03689774,0.959295,,SORAFENIB,BRD-K23984367,1.000140806,4.867654433,-7.863604737,-0.257654008,0.994444301,,1.29E-07,0.999973313
GDSC1,908444,30,0.015625,4,0.020851,-1.034025,2.315998704,0.791852,ACH-000932,SORAFENIB,BRD-K23984367,1.029401541,700.25476,-0.494680962,-6.264968593,0.843720612,,0.000164569,0.993412177
GDSC1,908445,30,0.015625,4,0.064944,0.668609,17.2442025,0.944596,ACH-000303,SORAFENIB,BRD-K23984367,0.970763375,5.468787743,-4.820001247,-0.074132757,0.962942756,,0.001113041,0.759354691
GDSC1,908446,30,0.015625,4,0.085739,-0.790043,3.088019664,0.842923,ACH-000581,SORAFENIB,BRD-K23984367,0.990839669,3.05355451,-1.030149201,0.232474454,0.879655036,,0.00532293,0.793053
GDSC1,908447,30,0.015625,4,0.026323,1.465019,44.10397877,0.977549,ACH-001603,SORAFENIB,BRD-K23984367,1.005587374,12016.24187,-0.332499759,0.51853352,0.990667871,,0.000221645,0.260089783
GDSC1,908449,30,0.015625,4,0.104129,0.477031,13.75744318,0.928577,ACH-000200,SORAFENIB,BRD-K23984367,0.992859494,4.599068196,-10.73719856,-0.937974106,0.986318771,,0.000321051,0.974528374
GDSC1,908450,30,0.015625,4,0.151064,-0.85579,2.857662549,0.808259,ACH-001606,SORAFENIB,BRD-K23984367,0.946119579,3.6562959,-2.566839457,-0.379714992,0.870195582,1.48873992,0.001602308,0.971134564
GDSC1,908451,30,0.015625,4,0.103681,0.501012,14.15200061,0.934992,ACH-000168,SORAFENIB,BRD-K23984367,0.955406953,2.349981081,-7.423633638,0.765914998,0.937143183,,0.004911615,0.431807474
GDSC1,908452,30,0.015625,4,0.107623,-1.063991,2.235596315,0.793679,ACH-001605,SORAFENIB,BRD-K23984367,1.007871393,1.788094986,-1.846823251,0.171547134,0.867418512,1.178887564,0.000326912,0.994063976
GDSC1,908454,30,0.015625,4,0.117488,-0.677108,3.527872507,0.872674,ACH-002291,SORAFENIB,BRD-K23984367,0.981766917,2.720827738,-4.60440593,0.229805517,0.924896113,1.625243558,0.001230392,0.974323206
GDSC1,908457,30,0.015625,4,0.055156,0.623182,16.34481955,0.933919,ACH-000403,SORAFENIB,BRD-K23984367,1.000188355,2.239847358,-6.563175776,0.740465012,0.972744822,,1.61E-07,0.999975427
GDSC1,908458,30,0.015625,4,0.061852,0.365688,12.06478646,0.928183,ACH-000491,SORAFENIB,BRD-K23984367,0.963813545,0.603094829,-0.942304755,0.835733041,0.917075212,,0.000152259,0.902659041
GDSC1,908467,30,0.015625,4,0.065585,0.07661,8.579966422,0.948804,ACH-000980,SORAFENIB,BRD-K23984367,0.977906844,4.556131235,-9.814980612,-0.23180194,0.972442968,,0.000117768,0.983141409
GDSC1,908469,30,0.015625,4,0.207609,-1.390872,1.52054831,0.750043,ACH-000830,SORAFENIB,BRD-K23984367,0.94419679,0.112751095,-10.48060647,0.678408093,0.773135629,,0.003752194,0.797736697
GDSC1,908471,30,0.015625,4,0.091037,-0.02716,7.591809737,0.936096,ACH-000015,SORAFENIB,BRD-K23984367,0.99890824,4.905150389,-1.057044526,0.488069009,0.947589721,,0.004860387,0.536645288
GDSC1,908473,30,0.015625,4,0.112558,1.428728,42.25653431,0.972705,ACH-000448,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,908480,30,0.015625,4,0.050319,0.587352,15.66866722,0.953121,ACH-000394,SORAFENIB,BRD-K23984367,0.995303018,6.307154647,-4.85842862,-1.234910313,0.986706513,,0.000116776,0.975954189
GDSC1,908481,30,0.015625,4,0.027134,0.763818,19.29295494,0.959031,ACH-000399,SORAFENIB,BRD-K23984367,0.98588817,14.0417669,-1.133565162,0.430382144,0.966854912,,0.000265984,0.815265973
GDSC1,908483,30,0.015625,4,0.087555,0.016335,7.99132837,0.937634,ACH-000816,SORAFENIB,BRD-K23984367,0.94496656,503.3943161,-0.534181903,-0.76904159,0.905073366,,0.000388428,0.775052579
GDSC1,909194,30,0.015625,4,0.064164,0.775808,19.56765602,0.942463,ACH-002176,SORAFENIB,BRD-K23984367,0.963445882,25.99101791,-0.70141019,0.55493827,0.938992737,,0.001217628,0.3809024
GDSC1,909248,30,0.015625,4,0.087561,-0.23379,5.950206947,0.898206,ACH-000776,SORAFENIB,BRD-K23984367,0.978361286,4.967260261,-3.008440924,-0.305358404,0.946078581,,0.000164121,0.991312161
GDSC1,909249,30,0.015625,4,0.049458,-0.389838,4.950185249,0.928724,ACH-000024,SORAFENIB,BRD-K23984367,0.977649456,11.60229136,-2.540805644,-4.77035397,0.951260225,,0.000256027,0.979951261
GDSC1,909250,30,0.015625,4,0.119434,-0.122215,6.786857354,0.869261,ACH-000159,SORAFENIB,BRD-K23984367,0.983294971,2.034066996,-11.65875944,0.502141222,0.924613496,,0.000544078,0.978630996
GDSC1,909252,30,0.015625,4,0.043236,-0.116478,6.832926096,0.949926,,SORAFENIB,BRD-K23984367,0.962567663,2.089495504,-8.247468422,0.779797074,0.941145367,,0.000161878,0.955614636
GDSC1,909253,30,0.015625,4,0.030636,0.576277,15.46538035,0.98824,ACH-000770,SORAFENIB,BRD-K23984367,0.990582176,6.083715446,-5.490872141,0.320205745,0.988483422,,0.000397749,0.478505212
GDSC1,909256,30,0.015625,4,0.169124,-0.660618,3.597139693,0.889893,ACH-002179,SORAFENIB,BRD-K23984367,0.967003111,4.321164248,-14.05304516,-1.879338305,0.956373311,1.944281303,0.001656147,0.968557542
GDSC1,909260,30,0.015625,4,0.043858,-0.231074,5.969296015,0.923651,ACH-000937,SORAFENIB,BRD-K23984367,0.980090372,6.472870593,-2.314970486,-0.3601918,0.950459936,,1.83E-05,0.998285804
GDSC1,909262,30,0.015625,4,0.052163,0.429798,13.01216905,0.959539,ACH-000654,SORAFENIB,BRD-K23984367,1.000126826,4.856172479,-7.891899175,-0.229999142,0.994519209,,1.22E-07,0.999974196
GDSC1,909696,30,0.015625,4,0.047499,0.562283,15.21229527,0.965515,ACH-000960,SORAFENIB,BRD-K23984367,1.091008705,0.354469698,-0.162970692,0.806838815,0.952897878,,0.00045904,0.479836256
GDSC1,909697,30,0.015625,4,0.125307,0.067424,8.487529767,0.90546,ACH-002301,SORAFENIB,BRD-K23984367,0.986511944,1.339671978,-21.85094256,0.713332029,0.932623101,,0.004122944,0.757653974
GDSC1,909698,30,0.015625,4,0.201169,-0.628351,3.73663323,0.881731,ACH-000943,SORAFENIB,BRD-K23984367,1.00020644,4.673466266,-9.686170031,-4.063254204,0.981172864,1.895212496,1.81E-07,0.999997822
GDSC1,909701,30,0.015625,4,0.046084,1.540664,48.21870421,0.971756,ACH-001182,SORAFENIB,BRD-K23984367,0.97906929,5.011492374,-8.345016021,0.532696056,0.977701072,,0.000655944,0.344004692
GDSC1,909702,30,0.015625,4,0.027691,0.412621,12.75128435,0.976362,ACH-000636,SORAFENIB,BRD-K23984367,0.99702133,4.946720745,-8.171669447,0.174026245,0.994073181,,4.21E-05,0.972672601
GDSC1,909703,30,0.015625,4,0.067434,1.151204,30.46321835,0.980322,ACH-000874,SORAFENIB,BRD-K23984367,,,,,,,,
GDSC1,909711,30,0.015625,4,0.033357,0.574171,15.42702744,0.954585,ACH-002198,SORAFENIB,BRD-K23984367,0.984279962,2.79378821,-5.169766969,0.778854376,0.969943157,,2.10E-05,0.993193623
GDSC1,909712,30,0.015625,4,0.246359,-0.798923,3.055853709,0.843856,ACH-000609,SORAFENIB,BRD-K23984367,0.911701861,2.202113099,-9.903909081,0.319508029,0.847929586,1.259009235,0.028094443,0.5638911
GDSC1,909713,30,0.015625,4,0.102148,-2.191705,0.591425828,0.615052,ACH-000441,SORAFENIB,BRD-K23984367,1.120498367,281.397643,-0.316834403,-2.867596551,0.695732191,0.434577116,0.006181491,0.878176995
GDSC1,909715,30,0.015625,4,0.074202,-1.185973,1.93609876,0.849309,ACH-000112,SORAFENIB,BRD-K23984367,1.001718201,28.80413078,-1.612741401,-23.45408901,0.890423061,1.389961971,0.00028474,0.996919541
GDSC1,909717,30,0.015625,4,0.117555,0.128066,9.11665536,0.91055,ACH-000748,SORAFENIB,BRD-K23984367,0.970656618,4.762923403,-10.03035945,-1.771222605,0.962765218,,0.001075664,0.93788831
GDSC1,909720,30,0.015625,4,0.124006,-0.043665,7.445493872,0.929085,ACH-000145,SORAFENIB,BRD-K23984367,0.923634582,3.35E+238,-0.084445663,-787.9550069,0.923634582,,0.017854151,-1.54E-07
GDSC1,909722,30,0.015625,4,0.03213,1.372183,39.53095358,0.972648,ACH-000373,SORAFENIB,BRD-K23984367,0.978704069,5.255376017,-7.383780643,0.679043263,0.977788509,,5.34E-05,0.696086405
GDSC1,909723,30,0.015625,4,0.079897,0.142482,9.272944809,0.897538,ACH-000465,SORAFENIB,BRD-K23984367,0.989060703,17.5350511,-2.000380537,-7.098705709,0.952094947,,0.000106908,0.993132254
GDSC1,909731,30,0.015625,4,0.175426,-0.684945,3.495421607,0.858067,ACH-001193,SORAFENIB,BRD-K23984367,0.910137969,2.594731181,-7.872174213,0.335272794,0.864839387,1.542762376,0.012523721,0.706167596
